iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
2,21,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,22,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,23,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
2,24,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,25,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
2,26,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,27,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
2,28,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,29,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,30,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
2,31,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
2,32,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
2,33,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,34,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,35,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,36,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,37,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,38,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,39,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,40,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,41,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,42,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,43,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,44,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,45,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,46,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,47,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,48,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,49,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,50,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,51,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,52,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,53,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,54,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,55,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,56,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,57,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,58,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,59,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,60,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,61,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,62,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,63,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,64,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,65,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,66,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,67,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,68,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,69,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,70,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,71,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,72,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,73,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,74,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,75,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,76,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,77,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,78,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,79,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,80,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,81,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,82,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,83,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,84,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,85,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,86,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,87,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,88,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,89,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,90,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,91,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,92,腿短，头短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,93,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,94,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,95,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,96,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,97,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,98,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,99,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,100,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,101,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,102,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,103,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,104,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,105,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,106,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,107,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,108,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,109,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,110,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,111,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,112,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,113,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,114,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,115,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,116,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,117,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,118,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,119,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,120,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,121,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,122,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,123,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,124,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,125,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,126,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,127,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,128,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,129,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,130,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,131,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,132,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,133,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,134,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,135,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,136,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,137,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,138,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,139,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,140,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,141,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,142,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,143,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,144,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,145,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,146,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,147,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,148,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,149,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,150,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,151,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,152,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,153,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,154,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,155,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,156,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,157,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,158,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,159,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,160,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,161,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,162,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,163,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,164,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,165,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,166,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,167,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,168,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,169,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,170,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,171,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,172,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,173,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,174,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,175,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,176,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,177,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,178,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,179,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,180,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,181,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,182,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,183,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,184,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
2,185,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
2,186,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
