mode,iSub,iSession,iTrial,text,un_pro,un_pro_items,un_pro_count,unprocessed_category,n_constraints,matched_rules,A,b,fidelity,fidelity_status,style_tags
region,218,1,293,头，腿较长。,['头'],头,1,other_unparsed,1,['general_case'],"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1.0,ok,['direct_absolute']
region,218,1,295,尾巴，头最长，腿较短。,['尾巴'],尾巴,1,other_unparsed,4,"['superlative', 'superlative', 'superlative', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,20,头最短，尾巴轻，尾巴较短，脖子较短。,['尾巴轻'],尾巴轻,1,other_unparsed,5,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5]",0.4,mismatch,"['direct_absolute', 'superlative']"
region,218,2,55,尾巴最短，其余部位较长，且几乎最长。,['且几乎最长'],且几乎最长,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'complement']","[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.0, -0.0, -0.0, -0.5, -0.5, -0.5]",0.8333333333333334,mismatch,"['direct_absolute', 'superlative']"
region,218,2,65,腿最短，脖子、头、尾巴都较长，且几乎最长。,['且几乎最长'],且几乎最长,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'general_case']","[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.0, -0.0, -0.0, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,75,脖子最短，其余部位都较长，且几乎最长。,['且几乎最长'],且几乎最长,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'complement']","[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.0, -0.0, -0.0, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,90,脖子、头、尾巴达到较长，腿最短，最短。,['最短'],最短,1,other_unparsed,6,"['general_case', 'superlative', 'superlative', 'superlative']","[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.5, -0.5, -0.5, -0.0, -0.0, -0.0]",0.5,mismatch,"['direct_absolute', 'superlative']"
region,218,2,113,四个部位都较长，脖子最长，头，尾巴稍短。,['头'],头,1,other_unparsed,8,"['universal_quantifier', 'superlative', 'superlative', 'superlative', 'general_case']","[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, -0.5, -0.5, -0.0, -0.0, -0.0, 0.5]",0.75,mismatch,"['direct_absolute', 'superlative']"
region,218,2,116,尾巴最长，其余部位较短，且几乎最短。,['且几乎最短'],且几乎最短,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'complement']","[[1.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,130,尾巴最长，腿稍短，头，脖子较短。,['头'],头,1,other_unparsed,5,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5]",0.6,mismatch,"['direct_absolute', 'superlative']"
region,218,2,135,头和脖子较长，腿和尾巴较短，且最短。,['且最短'],且最短,1,other_unparsed,4,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, 0.5, 0.5]",0.75,mismatch,"['direct_absolute', 'superlative']"
region,218,2,143,脖子和尾巴，最长，头和腿最短。,"['脖子和尾巴', '最长']",脖子和尾巴；最长,2,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,156,头和脖子较长，腿和尾巴较短，且几乎最短。,['且几乎最短'],且几乎最短,1,other_unparsed,4,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,189,头最长，脖子、腿、尾巴较短，且几乎最短。,['且几乎最短'],且几乎最短,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,2,225,头，尾巴较长，脖子稍短，腿最短。,['头'],头,1,other_unparsed,5,"['general_case', 'general_case', 'superlative', 'superlative', 'superlative']","[[0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.5, 0.5, -0.0, -0.0, -0.0]",0.8,mismatch,"['direct_absolute', 'superlative']"
region,218,2,235,头达到最，头较长，脖子、尾巴较短，腿略长于脖子。,['头达到最'],头达到最,1,other_unparsed,4,"['general_case', 'general_case', 'comparison']","[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, -1.0, 0.0]]","[-0.5, 0.5, 0.5, -0.0]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,2,236,腿最长，头略短，脖子略长于尾巴，且都较短。,['且都较短'],且都较短,1,other_unparsed,5,"['superlative', 'superlative', 'superlative', 'general_case', 'comparison']","[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, -0.0]",0.8,mismatch,"['direct_absolute', 'superlative', 'comparison']"
region,218,2,239,头达到头最长，脖子略短，腿短于尾巴，且都较短。,['且都较短'],且都较短,1,other_unparsed,3,"['general_case', 'general_case', 'comparison']","[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.5, 0.5, -0.0]",0.6666666666666666,mismatch,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,8,脖子短，尾巴短，且都最短。,['且都最短'],且都最短,1,other_unparsed,2,"['general_case', 'general_case']","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,3,26,脖子最长，长于尾巴，腿稍短。,['长于尾巴'],长于尾巴,1,other_unparsed,4,"['superlative', 'superlative', 'superlative', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, 0.5]",0.75,mismatch,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,47,脖子、尾巴较长，且明显长于腿。,['且明显长于腿'],且明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",0.0,mismatch,"['direct_absolute', 'comparison']"
region,218,3,48,脖子最长，明显长于尾巴。,['明显长于尾巴'],明显长于尾巴,1,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,68,脖子最长，明显长于尾巴。,['明显长于尾巴'],明显长于尾巴,1,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,78,脖子最长，尾巴稍短，且明显长于腿。,['且明显长于腿'],且明显长于腿,1,other_unparsed,4,"['superlative', 'superlative', 'superlative', 'general_case']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5]",0.75,mismatch,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,86,脖子、尾巴较长，且明显长于腿。,['且明显长于腿'],且明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",0.0,mismatch,"['direct_absolute', 'comparison']"
region,218,3,93,脖子和尾巴都较短，明显短于腿。,['明显短于腿'],明显短于腿,1,other_unparsed,2,['general_case'],"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,94,脖子、腿较长，明显长于尾巴。,['明显长于尾巴'],明显长于尾巴,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,95,脖子最长，明显长于尾巴、腿。,['明显长于尾巴、腿'],明显长于尾巴、腿,1,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,98,脖子和尾巴较短，明显短于腿和头。,['明显短于腿和头'],明显短于腿和头,1,other_unparsed,2,['general_case'],"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,101,四个部位都略长，长度相近。,['长度相近'],长度相近,1,other_unparsed,4,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",0.5,mismatch,"['direct_absolute', 'equality']"
region,218,3,109,脖子长于尾巴，且明显长于腿。,['且明显长于腿'],且明显长于腿,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 0.0, 1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,110,脖子短于尾巴，两者都短于腿。,['两者都短于腿'],两者都短于腿,1,other_unparsed,1,['comparison'],"[[1.0, 0.0, 0.0, -1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,114,脖子略长于尾巴，两者都明显短于腿。,['两者都明显短于腿'],两者都明显短于腿,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 0.0, 1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,116,尾巴明显长于其他三个部位。,['尾巴明显长于其他三个部位'],尾巴明显长于其他三个部位,1,"count_abstract, other_reference",0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'count_abstract']"
region,218,3,118,脖子和尾巴都较短，明显短于腿。,['明显短于腿'],明显短于腿,1,other_unparsed,2,['general_case'],"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,119,脖子和尾巴都较长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,127,脖子明显长于尾巴，且长于腿。,['且长于腿'],且长于腿,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 0.0, 1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,129,脖子最短，尾巴略长于脖子，且都小于头。,['且都小于头'],且都小于头,1,other_unparsed,3,"['superlative', 'superlative', 'superlative', 'comparison']","[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,136,四个部位都较短，且长度较相近。,['且长度较相近'],且长度较相近,1,other_unparsed,4,['universal_quantifier'],"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'equality']"
region,218,3,137,四个部位都较长，且长度较相近。,['且长度较相近'],且长度较相近,1,other_unparsed,4,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",0.75,mismatch,"['direct_absolute', 'equality']"
region,218,3,138,脖子和尾巴长度明显长于头和腿。,['脖子和尾巴长度明显长于头和腿'],脖子和尾巴长度明显长于头和腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,145,头、尾巴长度明显长于脖子、腿。,['头、尾巴长度明显长于脖子、腿'],头、尾巴长度明显长于脖子、腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,150,脖子和尾巴都较长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,151,头、尾巴长度明显长于脖子、腿。,['头、尾巴长度明显长于脖子、腿'],头、尾巴长度明显长于脖子、腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,153,脖子和腿长度明显长于尾巴。,['脖子和腿长度明显长于尾巴'],脖子和腿长度明显长于尾巴,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,154,脖子、尾巴长度明显长于腿。,['脖子、尾巴长度明显长于腿'],脖子、尾巴长度明显长于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,155,脖子长度明显长于尾巴和腿。,['脖子长度明显长于尾巴和腿'],脖子长度明显长于尾巴和腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,156,脖子长度明显长于尾巴和腿。,['脖子长度明显长于尾巴和腿'],脖子长度明显长于尾巴和腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,157,尾巴长度明显长于脖子、腿。,['尾巴长度明显长于脖子、腿'],尾巴长度明显长于脖子、腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,164,四个部位都较长，且几乎最长。,['且几乎最长'],且几乎最长,1,other_unparsed,4,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'superlative']"
region,218,3,165,脖子和尾巴都较长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,166,脖子和尾巴都较长，明显长于腿，头最长。,['明显长于腿'],明显长于腿,1,other_unparsed,5,"['general_case', 'superlative', 'superlative', 'superlative']","[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0]]","[-0.5, -0.5, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,173,脖子略长于尾巴，且两者明显短于腿。,['且两者明显短于腿'],且两者明显短于腿,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 0.0, 1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,189,脖子和尾巴都较短，明显短于头。,['明显短于头'],明显短于头,1,other_unparsed,2,['general_case'],"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,193,脖子和尾巴都明显长于腿。,['脖子和尾巴都明显长于腿'],脖子和尾巴都明显长于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,194,脖子、尾巴都明显短于腿，脖子略长。,['脖子、尾巴都明显短于腿'],脖子、尾巴都明显短于腿,1,other_unparsed,1,['general_case'],"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],0.0,mismatch,"['direct_absolute', 'comparison']"
region,218,3,203,脖子和尾巴明显略短于腿。,['脖子和尾巴明显略短于腿'],脖子和尾巴明显略短于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,204,脖子长度明显短于尾巴，脖子也短于腿。,"['脖子长度明显短于尾巴', '脖子也短于腿']",脖子长度明显短于尾巴；脖子也短于腿,2,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,3,207,脖子和尾巴较长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,208,脖子和尾巴较长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,215,脖子和尾巴都较长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,2,['general_case'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,229,脖子和尾巴较短，明显短于腿。,['明显短于腿'],明显短于腿,1,other_unparsed,2,['general_case'],"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,250,尾巴略长于脖子，且都明显短于腿。,['且都明显短于腿'],且都明显短于腿,1,other_unparsed,1,['comparison'],"[[1.0, 0.0, 0.0, -1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,3,283,脖子和尾巴，略长于腿，头最长。,"['脖子和尾巴', '略长于腿']",脖子和尾巴；略长于腿,2,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,3,285,头略长于其余三部位。,['头略长于其余三部位'],头略长于其余三部位,1,other_reference,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,2,头明显长于其他三个部位。,['头明显长于其他三个部位'],头明显长于其他三个部位,1,"count_abstract, other_reference",0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'count_abstract']"
region,218,4,5,脖子和尾巴略短于腿，且都较长，长度相近。,"['且都较长', '长度相近']",且都较长；长度相近,2,other_unparsed,2,['comparison'],"[[1.0, 0.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0]]","[-0.0, -0.0]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,218,4,6,脖子明显长于尾巴，尾巴长度约等于腿。,['尾巴长度约等于腿'],尾巴长度约等于腿,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 0.0, 1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,218,4,25,脖子长度约等于腿，且明显长于尾巴。,"['脖子长度约等于腿', '且明显长于尾巴']",脖子长度约等于腿；且明显长于尾巴,2,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'equality']"
region,218,4,27,尾巴长度明显长于脖子。,['尾巴长度明显长于脖子'],尾巴长度明显长于脖子,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,28,尾巴长度明显长于脖子。,['尾巴长度明显长于脖子'],尾巴长度明显长于脖子,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,29,脖子和尾巴最长，明显长于腿。,['明显长于腿'],明显长于腿,1,other_unparsed,3,"['superlative', 'superlative', 'superlative']","[[1.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, -1.0], [0.0, 0.0, 1.0, -1.0]]","[-0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,4,32,尾巴、腿都较长，且略长于脖子。,['且略长于脖子'],且略长于脖子,1,other_unparsed,2,['general_case'],"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,4,43,尾巴约等于腿，远长于脖子。,['远长于脖子'],远长于脖子,1,other_unparsed,2,['comparison'],"[[0.0, 0.0, -1.0, 1.0], [0.0, 0.0, 1.0, -1.0]]","[0.1, 0.1]",1.0,ok,"['direct_absolute', 'comparison', 'equality']"
region,218,4,52,尾巴和腿略长于脖子，且都较长。,['且都较长'],且都较长,1,other_unparsed,2,['comparison'],"[[1.0, 0.0, 0.0, -1.0], [1.0, 0.0, -1.0, 0.0]]","[-0.0, -0.0]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,4,69,脖子、尾巴都长于腿。,['脖子、尾巴都长于腿'],脖子、尾巴都长于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,72,头最长，脖子略长于尾巴，腿。,['腿'],腿,1,other_unparsed,4,"['superlative', 'superlative', 'superlative', 'comparison']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.0]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,218,4,73,脖子、尾巴都短于腿。,['脖子、尾巴都短于腿'],脖子、尾巴都短于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,74,脖子、尾巴都长于腿。,['脖子、尾巴都长于腿'],脖子、尾巴都长于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,75,脖子和尾巴都短于腿。,['脖子和尾巴都短于腿'],脖子和尾巴都短于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,76,脖子、尾巴都长于腿。,['脖子、尾巴都长于腿'],脖子、尾巴都长于腿,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison']"
region,218,4,77,四个部位都较长，且尾巴微长于脖子。,['且尾巴微长于脖子'],且尾巴微长于脖子,1,other_unparsed,4,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,218,4,99,脖子和尾巴明显长于腿，明显短于腿。,['明显短于腿'],明显短于腿,1,other_unparsed,2,['comparison'],"[[-1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[-0.0, -0.0]",0.0,mismatch,"['direct_absolute', 'comparison']"
region,218,4,116,尾巴明显长于脖子，腿。,['腿'],腿,1,other_unparsed,1,['comparison'],"[[1.0, 0.0, 0.0, -1.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,4,127,脖子明显长于腿，略长于尾巴。,['略长于尾巴'],略长于尾巴,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 1.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,4,128,头明显长于脖子，略长于尾巴和腿。,['略长于尾巴和腿'],略长于尾巴和腿,1,other_unparsed,1,['comparison'],"[[1.0, -1.0, 0.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,218,4,134,脖子长约等于腿，且明显大于尾巴。,"['脖子长约等于腿', '且明显大于尾巴']",脖子长约等于腿；且明显大于尾巴,2,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'equality']"
region,218,4,159,脖子明显长于腿，略长于尾巴。,['略长于尾巴'],略长于尾巴,1,other_unparsed,1,['comparison'],"[[-1.0, 0.0, 1.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
